#LVM II					at equilibrium	
#t	X0=2	Y0=1.3	X0=0.5	Y0=0.5	x	y
477.5	0.961825	2.004556	1.091355	1.731131	1	1.9
478	0.9571	2.000495	1.099858	1.73943	1	1.9
478.5	0.952623	1.995983	1.1079	1.748491	1	1.9
479	0.948413	1.991048	1.115431	1.758285	1	1.9
479.5	0.944482	1.985722	1.122404	1.768775	1	1.9
480	0.940845	1.980035	1.128771	1.779921	1	1.9
480.5	0.937512	1.97402	1.134491	1.791679	1	1.9
481	0.934494	1.967711	1.139522	1.804	1	1.9
481.5	0.931799	1.961142	1.143829	1.816831	1	1.9
482	0.929435	1.954347	1.14738	1.830112	1	1.9
482.5	0.927406	1.947363	1.150149	1.843781	1	1.9
483	0.925717	1.940222	1.152113	1.857773	1	1.9
483.5	0.924371	1.932962	1.153257	1.872016	1	1.9
484	0.923369	1.925615	1.15357	1.886438	1	1.9
484.5	0.922713	1.918217	1.153049	1.90096	1	1.9
485	0.922401	1.910801	1.151697	1.915505	1	1.9
485.5	0.922432	1.9034	1.149521	1.929991	1	1.9
486	0.922802	1.896047	1.146536	1.944335	1	1.9
486.5	0.923507	1.888773	1.142765	1.958454	1	1.9
487	0.924543	1.881609	1.138235	1.972267	1	1.9
487.5	0.925903	1.874585	1.132978	1.985691	1	1.9
488	0.92758	1.867729	1.127033	1.998646	1	1.9
488.5	0.929565	1.861068	1.120444	2.011055	1	1.9
489	0.93185	1.854629	1.113257	2.022844	1	1.9
489.5	0.934425	1.848437	1.105525	2.033943	1	1.9
490	0.937277	1.842515	1.097302	2.044287	1	1.9
490.5	0.940396	1.836887	1.088644	2.053815	1	1.9
491	0.943768	1.831574	1.079612	2.062476	1	1.9
491.5	0.94738	1.826594	1.070264	2.07022	1	1.9
492	0.951216	1.821968	1.060662	2.07701	1	1.9
492.5	0.955261	1.817712	1.050866	2.08281	1	1.9
493	0.959499	1.813841	1.040936	2.087597	1	1.9
493.5	0.963911	1.81037	1.030931	2.091351	1	1.9
494	0.96848	1.807311	1.020909	2.094063	1	1.9
494.5	0.973186	1.804677	1.010924	2.09573	1	1.9
495	0.978011	1.802475	1.001029	2.096355	1	1.9
495.5	0.982932	1.800716	0.991274	2.095951	1	1.9
496	0.98793	1.799404	0.981707	2.094533	1	1.9
496.5	0.992983	1.798545	0.97237	2.092128	1	1.9
497	0.998067	1.798143	0.963306	2.088764	1	1.9
497.5	1.00316	1.798198	0.954552	2.084476	1	1.9
498	1.00824	1.79871	0.946142	2.079304	1	1.9
498.5	1.013282	1.799679	0.938107	2.073292	1	1.9
499	1.018263	1.801099	0.930475	2.066488	1	1.9
499.5	1.023159	1.802966	0.92327	2.058943	1	1.9
500	1.027946	1.805272	0.916515	2.050708	1	1.9
