#LVM I						
#t	X0=2	Y0=1.3	X0=1.5	Y0=1.5	X0=1.0	Y0=1.5
418	1.186692	0.93748	1.41555	2.707973	1.364488	2.308926
418.5	1.251135	0.947786	1.364464	2.761319	1.34218	2.350103
419	1.318291	0.961365	1.311919	2.808422	1.317589	2.389209
419.5	1.387988	0.97848	1.25864	2.848772	1.290998	2.425857
420	1.459982	0.999436	1.205304	2.882003	1.262715	2.459687
420.5	1.533944	1.024573	1.152524	2.907891	1.233061	2.490375
421	1.609447	1.054278	1.100833	2.926351	1.202357	2.517641
421.5	1.685953	1.088976	1.050685	2.937436	1.170927	2.541252
422	1.762798	1.129141	1.002447	2.941315	1.139082	2.561027
422.5	1.839176	1.175284	0.956405	2.938262	1.107117	2.576838
423	1.914133	1.227956	0.912769	2.928638	1.075307	2.588614
423.5	1.986558	1.28773	0.871678	2.912867	1.043902	2.596335
424	2.055181	1.355192	0.833214	2.891423	1.013125	2.600031
424.5	2.118581	1.430912	0.797406	2.864814	0.983172	2.59978
425	2.175212	1.515414	0.764243	2.833559	0.954207	2.595702
425.5	2.223431	1.609129	0.733683	2.798185	0.926371	2.587951
426	2.26156	1.712345	0.705656	2.759209	0.899774	2.576714
426.5	2.287953	1.825134	0.680078	2.717134	0.874505	2.5622
427	2.301095	1.947288	0.656852	2.672438	0.850628	2.544638
427.5	2.299707	2.078238	0.635874	2.625576	0.828189	2.524273
428	2.282864	2.21699	0.617037	2.57697	0.807215	2.501353
428.5	2.250105	2.362077	0.600237	2.527013	0.787721	2.476136
429	2.201524	2.511542	0.58537	2.476064	0.769708	2.448875
429.5	2.137826	2.662968	0.572338	2.424452	0.753167	2.419823
430	2.060331	2.813556	0.561048	2.372473	0.738081	2.389226
430.5	1.970917	2.960255	0.551413	2.320396	0.72443	2.357323
431	1.871908	3.099933	0.543356	2.268459	0.712187	2.32434
431.5	1.765922	3.229572	0.536804	2.216875	0.701321	2.290495
432	1.655683	3.346456	0.531694	2.165833	0.691803	2.255994
432.5	1.543847	3.448336	0.527969	2.115499	0.683601	2.221028
433	1.43284	3.533542	0.52558	2.06602	0.676683	2.185779
433.5	1.324743	3.601047	0.524486	2.017523	0.67102	2.150412
434	1.221227	3.650455	0.524651	1.970119	0.666581	2.115084
434.5	1.123526	3.681957	0.526045	1.923903	0.663339	2.079937
435	1.032463	3.696237	0.528647	1.87896	0.66127	2.045103
435.5	0.948492	3.694367	0.532439	1.83536	0.66035	2.010702
436	0.871759	3.677692	0.53741	1.793165	0.660557	1.976844
436.5	0.802174	3.647727	0.543553	1.752426	0.661873	1.943631
437	0.739471	3.606066	0.550867	1.713189	0.664283	1.911154
437.5	0.683268	3.554306	0.559355	1.675493	0.667771	1.879497
438	0.633112	3.493993	0.569022	1.63937	0.672326	1.848736
438.5	0.588517	3.426584	0.579879	1.604849	0.677938	1.818941
439	0.548993	3.353422	0.591941	1.571955	0.684598	1.790175
439.5	0.51406	3.275726	0.605223	1.540711	0.6923	1.762497
440	0.483267	3.194582	0.619745	1.511138	0.701039	1.73596
440.5	0.456196	3.11095	0.635527	1.483256	0.710809	1.710614
441	0.432465	3.025667	0.652593	1.457084	0.721607	1.686506
441.5	0.411732	2.939456	0.670965	1.432642	0.73343	1.663677
442	0.393689	2.852939	0.690669	1.409952	0.746273	1.64217
442.5	0.378068	2.766641	0.711726	1.389036	0.760132	1.622024
443	0.364631	2.681008	0.73416	1.369918	0.775002	1.603276
443.5	0.353172	2.596411	0.75799	1.352628	0.790876	1.585963
444	0.343512	2.513157	0.783235	1.337195	0.807744	1.570121
444.5	0.335497	2.431501	0.809907	1.323654	0.825594	1.555788
445	0.328995	2.351644	0.838014	1.312047	0.844412	1.543
445.5	0.323894	2.273752	0.867558	1.302417	0.864177	1.531794
446	0.3201	2.197952	0.89853	1.294815	0.884864	1.522207
446.5	0.317534	2.124342	0.930913	1.289299	0.906443	1.514281
447	0.316132	2.052993	0.964678	1.28593	0.928878	1.508054
447.5	0.315843	1.983958	0.99978	1.284781	0.952123	1.503569
448	0.316627	1.917268	1.036161	1.285929	0.976125	1.50087
448.5	0.318455	1.85294	1.07374	1.289461	1.000822	1.500001
449	0.321305	1.790981	1.112417	1.295471	1.02614	1.501009
449.5	0.325168	1.731384	1.152067	1.30406	1.051995	1.503941
450	0.33004	1.674136	1.192538	1.315339	1.078291	1.508845
450.5	0.335926	1.619216	1.23365	1.329425	1.104917	1.51577
451	0.342837	1.566599	1.275187	1.346443	1.131751	1.524764
451.5	0.350792	1.516255	1.316901	1.366522	1.158654	1.535874
452	0.359816	1.468151	1.358508	1.389793	1.185473	1.549146
452.5	0.36994	1.422254	1.399684	1.416391	1.212043	1.56462
453	0.381202	1.378529	1.440068	1.446447	1.23818	1.582334
453.5	0.393646	1.336939	1.479261	1.480085	1.26369	1.602317
454	0.407321	1.297452	1.516827	1.517416	1.288364	1.624591
454.5	0.422282	1.260031	1.5523	1.558536	1.311982	1.649165
455	0.43859	1.224647	1.585187	1.603512	1.334315	1.676038
455.5	0.456311	1.191269	1.614978	1.652376	1.355129	1.705188
456	0.475518	1.159871	1.641155	1.705117	1.374187	1.736577
456.5	0.496287	1.130429	1.663205	1.761668	1.39125	1.770144
457	0.518702	1.102924	1.680636	1.821895	1.40609	1.805801
457.5	0.542849	1.077341	1.692995	1.885588	1.418486	1.843432
458	0.56882	1.053671	1.699885	1.952451	1.428234	1.882891
458.5	0.59671	1.031908	1.700985	2.02209	1.435155	1.923998
459	0.62662	1.012057	1.696069	2.094015	1.439096	1.966538
459.5	0.658651	0.994125	1.685021	2.167634	1.439937	2.010259
460	0.692907	0.978129	1.667846	2.242258	1.437599	2.054875
460.5	0.729492	0.964097	1.644684	2.317111	1.432044	2.100068
461	0.768509	0.952064	1.615803	2.391346	1.42328	2.145486
461.5	0.81006	0.942075	1.581603	2.464065	1.411364	2.190752
462	0.854238	0.934192	1.542595	2.534348	1.3964	2.23547
462.5	0.901133	0.928485	1.499392	2.601276	1.378541	2.279228
463	0.950819	0.925044	1.452679	2.663969	1.35798	2.321609
463.5	1.003359	0.923974	1.403189	2.72161	1.334951	2.3622
464	1.058793	0.9254	1.351675	2.773478	1.309721	2.4006
464.5	1.117137	0.929467	1.298885	2.818966	1.282585	2.43643
465	1.178375	0.936348	1.245532	2.857598	1.253852	2.46934
465.5	1.242449	0.94624	1.192278	2.889042	1.223845	2.499018
466	1.309255	0.959371	1.139719	2.913109	1.192887	2.525198
466.5	1.378628	0.976002	1.088368	2.92975	1.161299	2.547662
467	1.450335	0.996431	1.038657	2.939046	1.129387	2.566245
467.5	1.524059	1.020994	0.990935	2.941195	1.097441	2.580838
468	1.599386	1.05007	0.945467	2.936493	1.065729	2.591384
468.5	1.675795	1.084082	0.902445	2.925319	1.034492	2.597878
469	1.752637	1.123495	0.861993	2.90811	1.003946	2.600367
469.5	1.829129	1.168816	0.82418	2.885352	0.974276	2.598941
470	1.904334	1.220592	0.789024	2.857553	0.94564	2.593731
470.5	1.977164	1.279393	0.756505	2.825239	0.918169	2.584902
471	2.046368	1.345804	0.726573	2.788934	0.891967	2.572648
471.5	2.110546	1.4204	0.699156	2.749152	0.867114	2.557185
472	2.168165	1.503712	0.674164	2.706389	0.843669	2.538747
472.5	2.217594	1.596188	0.651499	2.661121	0.821672	2.517579
473	2.257153	1.698137	0.631057	2.613793	0.801146	2.493936
473.5	2.28519	1.809665	0.61273	2.564821	0.782102	2.468072
474	2.300165	1.930604	0.596414	2.514588	0.764536	2.440242
474.5	2.300762	2.060437	0.582006	2.463447	0.748439	2.410696
475	2.286001	2.19823	0.569409	2.411719	0.733791	2.379678
475.5	2.255355	2.34258	0.558533	2.359693	0.72057	2.347423
476	2.208841	2.491595	0.549293	2.307628	0.708747	2.314157
476.5	2.147081	2.642915	0.541611	2.255759	0.698294	2.280092
477	2.071315	2.793785	0.535418	2.204292	0.689178	2.24543
477.5	1.983352	2.941179	0.530653	2.153409	0.681369	2.21036
478	1.885468	3.081964	0.527261	2.103272	0.674834	2.175057
478.5	1.780249	3.213096	0.525194	2.054023	0.669545	2.139687
479	1.670417	3.331808	0.524411	2.005784	0.665472	2.104399
479.5	1.558647	3.435782	0.52488	1.958663	0.662589	2.069333
480	1.447402	3.523268	0.526573	1.912753	0.660871	2.034618
480.5	1.338815	3.593151	0.529468	1.868133	0.660294	2.000371
481	1.234612	3.644954	0.53355	1.824873	0.66084	1.966699
481.5	1.136087	3.678796	0.538809	1.78303	0.662489	1.933699
482	1.044112	3.695301	0.54524	1.742656	0.665227	1.901463
482.5	0.959188	3.695495	0.552841	1.703794	0.66904	1.87007
483	0.881498	3.680695	0.561617	1.666481	0.673917	1.839594
483.5	0.810979	3.652398	0.571576	1.630749	0.679847	1.810105
484	0.747386	3.612192	0.582727	1.596625	0.686824	1.781663
484.5	0.690348	3.561678	0.595087	1.564134	0.694841	1.754326
485	0.639419	3.502411	0.608671	1.533298	0.703893	1.728145
485.5	0.594117	3.435861	0.6235	1.504138	0.713976	1.70317
486	0.553949	3.363388	0.639596	1.476674	0.725085	1.679445
486.5	0.518435	3.286226	0.65698	1.450925	0.737217	1.657013
487	0.487119	3.205481	0.675677	1.426911	0.750369	1.635915
487.5	0.459579	3.122128	0.69571	1.404654	0.764535	1.616188
488	0.435426	3.037019	0.717103	1.384177	0.779711	1.597872
488.5	0.414314	2.950894	0.739878	1.365505	0.795887	1.581001
489	0.395932	2.864384	0.764054	1.348667	0.813054	1.565613
489.5	0.380005	2.77803	0.789648	1.333695	0.8312	1.551745
490	0.366291	2.692286	0.816672	1.320625	0.850307	1.539432
490.5	0.354582	2.607533	0.845132	1.309499	0.870355	1.528713
491	0.344693	2.524087	0.875027	1.300362	0.891316	1.519626
491.5	0.336468	2.442206	0.906347	1.293266	0.913159	1.512211
492	0.329773	2.362101	0.939072	1.28827	0.935845	1.506508
492.5	0.324492	2.283941	0.97317	1.28544	0.959325	1.50256
493	0.32053	2.207858	1.008593	1.284847	0.983545	1.500411
493.5	0.317805	2.133953	1.045275	1.286572	1.008438	1.500107
494	0.316253	2.062302	1.083134	1.290703	1.033929	1.501693
494.5	0.315819	1.992958	1.122062	1.297336	1.059928	1.505218
495	0.316463	1.925956	1.161929	1.306574	1.086337	1.51073
495.5	0.318154	1.861316	1.202576	1.318531	1.113039	1.518277
496	0.32087	1.799044	1.243813	1.333326	1.139909	1.527908
496.5	0.324599	1.739135	1.285418	1.351082	1.166804	1.539669
497	0.329338	1.681577	1.327134	1.371932	1.193566	1.553604
497.5	0.335089	1.62635	1.368666	1.396007	1.220024	1.569754
498	0.341863	1.57343	1.409683	1.423442	1.245993	1.588153
498.5	0.349679	1.522787	1.449813	1.454366	1.271271	1.608829
499	0.358559	1.474389	1.488648	1.4889	1.295649	1.631801
499.5	0.368536	1.428202	1.525744	1.527154	1.318901	1.657073
500	0.379645	1.384191	1.56063	1.569215	1.340799	1.68464
